Timestamp,Movement,Sensor
64226.808,NBT,1
64227.312,NBT,0
64228.912,NBT,1
64228.912,NBR,0
64229.108,NBT,1
64229.408,NBT,0
64229.808,NBT,0
64230.809,NBT,1
64231.316,NBT,0
64244.925,EBL,1
64246.431,EBT,1
64246.528,WBL,0
64247.238,EBL,1
64248.23,WBL,0
64249.735,EBT,1
64250.132,EBL,1
64250.533,WBL,0
64253.136,EBT,1
64255.16,EBT,1
64255.939,WBL,0
64256.039,EBL,1
64259.344,EBT,1
64260.544,WBL,0
64263.347,WBL,0
64268.954,EBL,1
64270.055,EBL,0
64270.654,EBL,1
64272.157,NBT,0
64274.46,NBT,1
64274.862,NBT,0
64276.563,NBT,0
64276.662,NBT,1
64277.164,NBT,0
64279.765,NBT,0
64282.268,NBT,0
64282.367,NBT,0
64289.08,NBT,0
64294.682,NBT,0
64296.382,NBT,0
64304.797,WBL,0
64308.091,WBL,0
64310.893,WBL,0
64312.096,WBR,0
64313.389,WBL,0
64314.109,WBR,0
64316.104,WBR,0
64316.906,WBL,0
64319.212,WBL,0
64319.41,NBR,0
64321.509,WBL,0
64323.809,WBL,0
64325.512,WBL,0
64327.417,EBL,1
64328.821,NBR,0
64329.72,EBL,0
64329.81,EBL,1
64331.025,WBL,0
64331.718,EBL,1
64333.019,EBT,1
64334.024,EBL,1
64336.326,EBL,1
64336.627,WBL,0
64337.127,EBT,1
64339.628,WBL,0
64339.734,EBT,1
64341.631,EBT,1
64342.729,WBL,0
64343.435,EBT,1
64345.636,EBT,1
64347.539,EBT,1
64347.942,WBL,0
64349.744,EBT,1
64351.245,EBT,1
64351.448,WBL,0
64356.651,WBL,0
64369.266,EBT,1
64370.769,EBT,1
64370.969,WBR,0
64371.57,EBL,0
64382.483,EBL,0
64387.191,NBT,0
64388.588,NBT,1
64389.087,NBT,0
64391.19,NBT,1
64391.697,NBT,0
64391.697,NBT,0
64393.294,NBT,1
64393.793,NBT,0
64394.797,NBT,1
64395.496,NBT,0
64396.595,NBT,0
64396.897,NBT,1
64397.497,NBT,0
64398.596,NBT,0
64399.308,NBT,1
64399.902,NBT,0
64400.598,NBT,1
64400.995,NBR,0
64400.995,NBT,0
64402.305,NBT,0
64404.097,NBT,1
64404.606,NBT,0
64405.298,EBL,1
64411.617,EBL,1
64420.622,EBL,0
64420.723,WBL,0
64420.924,EBL,1
64423.73,WBL,0
64425.225,WBL,0
64427.726,WBR,0
64428.027,WBL,0
