Timestamp,ID,Class,RelX,RelY,Angle,Lat,Lng
1765824377.5252244,459401,30,7.885682,29.784626,0.612656,-0.0003195543694494631,8.46041893958642e-05
1765824377.5252244,459325,0,36.716957,9.353889,0.220349,-0.00010035634160037024,0.0003939302122591048
1765824377.6424644,459401,30,7.102121,30.363419,0.61767,-0.000325764144658887,7.619749188419524e-05
1765824377.6424644,459325,0,36.716957,9.353889,0.220349,-0.00010035634160037024,0.0003939302122591048
1765824377.7770462,459401,30,6.415641,31.044228,0.618778,44.08426693156719,-116.11493116763948
1765824377.7770462,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824377.8455255,459401,30,5.932683,31.685854,0.616881,44.08426004766703,-116.11493634921669
1765824377.8455255,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824377.9279122,459401,30,5.320438,32.26416,0.618438,44.08425384311676,-116.11494291789293
1765824377.9279122,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.0397418,459401,30,4.751576,32.936993,0.617576,44.08424662440181,-116.11494902112007
1765824378.0397418,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.1272936,459401,30,4.058304,33.766354,0.616544,44.08423772632361,-116.1149564591217
1765824378.1272936,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.2083364,459401,30,3.32095,34.716652,0.614621,44.08422753073216,-116.11496437007189
1765824378.2083364,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.3254488,459401,30,2.454452,35.231995,0.621739,44.0842220017016,-116.11497366658688
1765824378.3254488,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.427148,459401,30,2.152733,35.554626,0.621598,44.08421854024649,-116.11497690368056
1765824378.427148,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.5131817,459401,30,0.974342,36.7104,0.622664,44.08420614013672,-116.1149895464444
1765824378.5131817,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.62511,459401,30,0.590159,37.389454,0.618013,44.08419885467768,-116.11499366828083
1765824378.62511,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.7230785,459401,30,-0.137306,38.25872,0.616884,44.084189528465274,-116.11500147313356
1765824378.7230785,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.8266163,459401,30,-0.85515,38.859169,0.61988,44.08418308634639,-116.11500917476415
1765824378.8266163,459325,0,36.716957,9.353889,0.220349,44.084499643658404,-116.11460606978774
1765824378.9397244,459401,30,-1.635379,39.613846,0.62107,44.08417498954058,-116.11501754571319
